id,entity_id,source_name,url,excerpt,published_at,created_at
a42aa897-efa2-4fd0-9c18-482993685d94,place_seco_1771304999483,Eater,https://la.eater.com/2024/9/4/24236191/barr-seco-silver-lake-wine-bar-restaurant-los-angeles,,2024-09-04 00:00:00,2026-03-05 16:18:13.367
d343ac0c-cc48-4ed9-80a4-9efeb35b3337,place_seco_1771304999483,Substack,https://oliviavlopez.substack.com/p/seco,,,2026-03-05 16:18:13.513
2be0d138-e998-4a1e-83f8-c165ebee5c01,place_seco_1771304999483,The Infatuation,https://www.theinfatuation.com/los-angeles/reviews/barr-seco,,,2026-03-05 16:18:13.598
9742ef8d-6bdb-404a-860c-521f5f7a3a88,place_seco_1771304999483,TimeOut,https://www.timeout.com/los-angeles/bars/seco,,,2026-03-05 16:18:13.667
e508e507-5efd-4710-9a3f-7eaafc7d12cd,a4773c4a-9922-4972-bb51-5c43299e7165,Eater LA,https://la.eater.com/2023/7/5/23760081/donnas-restaurant-opening-echo-park-bar-flores-lowboy-classic-italian-los-angeles,New Echo Park Restaurant Donna's Is for the Red Sauce Lovers,2023-07-05 00:00:00,2026-03-06 01:43:50.39
3b5c86cf-72b3-485f-a84a-65eff785a3a6,a4773c4a-9922-4972-bb51-5c43299e7165,Eater LA,https://la.eater.com/dining-report/298156/donnas-echo-park-review,Review: Donna's Made Me Believe in Hype Restaurants Again,2026-01-01 00:00:00,2026-03-06 01:43:50.469
0e3f9363-e74c-4650-939c-7da6f36c732b,a4773c4a-9922-4972-bb51-5c43299e7165,The Infatuation,https://www.theinfatuation.com/los-angeles/reviews/donnas-echo-park-classic-italian-los-angeles,"A cozy, no-frills Italian-American spot in Echo Park that delivers exactly what you want from a red sauce joint.",,2026-03-06 01:43:50.54
f6914f40-80b1-4007-b63f-5e35d0c839e2,a4773c4a-9922-4972-bb51-5c43299e7165,Resy,https://blog.resy.com/2023/08/donnas-echo-parks-italian-los-angeles/,"Say Hello to Donna's, Echo Park's Hip New Red Sauce Italian Joint",2023-08-01 00:00:00,2026-03-06 01:43:50.61
64c16f0d-56c2-4b69-b3e9-9551af5f0634,a4773c4a-9922-4972-bb51-5c43299e7165,Resy,https://blog.resy.com/2024/03/donnas-reservations-los-angeles/,"How to Get Into Donna's, Echo Park's Cozy Italian American Banger",2024-03-01 00:00:00,2026-03-06 01:43:50.68
